run_name,timestamp,method,task,dr,early_cos_mean,early_cos_min,early_cos_delta,early_neg_cos_frac,early_align_mean,early_align_min,early_align_delta,final_acc,final_loss,final_f1
sst2_hetero_fedgeo_v5b_dr90,2026-04-03_22-38-08,fedgeo,sst2,0.9,0.1510129819313685,0.07163773477077484,-0.14584669470787048,0.0,0.5985828439394633,0.5483170747756958,-0.0849871039390564,0.8348623853211009,0.3583380071395034,
sst2_hetero_fedgeo_v5b_seed123,2026-04-02_22-51-01,fedgeo,sst2,,0.14295179645220438,0.10697586089372635,-0.1015973761677742,0.0,0.5957407752672831,0.5741147398948669,-0.060086846351623535,0.8509174311926605,0.3245621932960978,
sst2_hetero_fedgeo_v5b_seed42,2026-04-02_22-48-05,fedgeo,sst2,,0.15373597790797552,0.07193458825349808,-0.11736533790826797,0.0,0.6010339856147766,0.5483655333518982,-0.0751296877861023,0.8394495412844036,0.4118134482772252,
sst2_hetero_fedgeo_v5b_seed999,2026-04-02_22-54-15,fedgeo,sst2,,0.12946288287639618,0.05994170904159546,-0.09779196977615356,0.0,0.5858441591262817,0.5370966792106628,-0.06892400979995728,0.8555045871559633,0.35082413835468096,
sst2_hetero_fedgeo_v5c,2026-04-02_22-34-41,fedgeo,sst2,,0.1536522631843885,0.07202444225549698,-0.11727548390626907,0.0,0.6009838581085205,0.5484175682067871,-0.07507765293121338,0.8394495412844036,0.4125594629675423,
sst2_hetero_fedprox,2026-04-03_21-58-35,fedprox,sst2,,0.19251179695129395,0.16521652042865753,-0.07200618088245392,0.0,0.6263977686564127,0.6108500957489014,-0.04001295566558838,0.8337155963302753,0.3581309001380151,
sst2_pilot,2026-04-01_18-29-41,fedavg,sst2,,0.19145567466815314,0.07066379487514496,-0.33938366919755936,0.0,0.6181567509969076,0.549156904220581,-0.1986839771270752,0.8715596330275229,0.2995189723960303,
sst2_pilot,2026-04-01_18-58-39,fedavg,sst2,,0.19145567466815314,0.07066379487514496,-0.33938366919755936,0.0,0.6181567509969076,0.549156904220581,-0.1986839771270752,0.8715596330275229,0.2995189723960303,
sst2_scale_fedavg_c20,2026-04-07_14-41-45,fedavg,sst2,,0.1525022846957048,0.058087948709726334,-0.18330876156687737,0.0,0.4800151586532593,0.3887261152267456,-0.17142349481582642,0.8337155963302753,0.35597530684066475,
sst2_scale_fedavg_c20,2026-04-07_15-23-43,fedavg,sst2,,0.2349176655213038,0.20658011734485626,0.05313502252101898,0.0,0.5547365148862203,0.5328014492988586,0.04338574409484863,0.8119266055045872,0.39182563406338383,
sst2_scale_fedavg_c50,2026-04-07_14-48-00,fedavg,sst2,,0.10949746519327164,0.033526986837387085,-0.13990239799022675,0.0,0.3717104097207387,0.26836201548576355,-0.1829046905040741,0.8314220183486238,0.3580592524841291,
sst2_scale_fedavg_c50,2026-04-07_15-27-22,fedavg,sst2,,0.13079925626516342,0.06955180317163467,0.14224190264940262,0.0,0.39991820851961773,0.3265911340713501,0.1641651690006256,0.8027522935779816,0.4458111324988374,
sst2_scale_fedgeo_v5b_c20,2026-04-07_14-44-54,fedgeo,sst2,,0.15255769590536752,0.058413371443748474,-0.18298333883285522,0.0,0.4800993700822194,0.38914960622787476,-0.17100000381469727,0.8302752293577982,0.35652998903202354,
sst2_scale_fedgeo_v5b_c20,2026-04-07_15-25-28,fedgeo,sst2,,0.22933558622996011,0.20658011734485626,0.04299554228782654,0.0,0.550184428691864,0.5328014492988586,0.03541165590286255,0.8084862385321101,0.3948550546251306,
sst2_scale_fedgeo_v5b_c50,2026-04-07_14-54-30,fedgeo,sst2,,0.10925097887714703,0.03339141979813576,-0.14003796502947807,0.0,0.3713865081469218,0.2681242525577545,-0.18314245343208313,0.8302752293577982,0.35897857005443046,
sst2_scale_fedgeo_v5b_c50,2026-04-07_15-29-27,fedgeo,sst2,,0.129786916077137,0.06955180317163467,0.14284127205610275,0.0,0.39859134952227276,0.3265911340713501,0.1647813320159912,0.8027522935779816,0.44523041544977676,
